iter	Logloss
605	0.2913348759
606	0.291299017
607	0.291265987
608	0.291224509
609	0.2911971274
610	0.2911681722
611	0.2911388391
612	0.2911170752
613	0.2910864882
614	0.2910430466
615	0.291016321
616	0.2909894652
617	0.290954376
618	0.2909154572
619	0.2908883854
620	0.2908490936
621	0.2908151902
622	0.2907925688
623	0.2907639745
624	0.2907230592
625	0.2906912487
626	0.2906596647
627	0.290626064
628	0.2905948352
629	0.2905716928
630	0.2905393663
631	0.2905158165
632	0.2904991527
633	0.2904672266
634	0.2904388557
635	0.2904074642
636	0.2903778626
637	0.2903507819
638	0.290328419
639	0.2902982038
640	0.2902796288
641	0.2902447995
642	0.2902114533
643	0.2901859526
644	0.2901507352
645	0.2901164125
646	0.2900916781
647	0.2900608669
648	0.2900322091
649	0.2900012632
650	0.2899786171
651	0.2899492045
652	0.2899183299
653	0.2898901474
654	0.2898620956
655	0.2898335263
656	0.2898068032
657	0.2897686584
658	0.2897413238
659	0.2897218226
660	0.2896971292
661	0.289670096
662	0.2896466322
663	0.2896286274
664	0.2896022778
665	0.2895714471
666	0.2895429421
667	0.289517355
668	0.289490948
669	0.2894709898
670	0.2894372369
671	0.289402918
672	0.2893675325
673	0.2893332071
674	0.289308477
675	0.2892864757
676	0.2892518955
677	0.2892278713
678	0.2892078782
679	0.2891735638
680	0.289143697
681	0.2891156277
682	0.2890931591
683	0.2890656905
684	0.2890426054
685	0.2890103268
686	0.2889698141
687	0.2889426877
688	0.2889216095
689	0.2888852602
690	0.28886007
691	0.2888277966
692	0.2887944851
693	0.2887637735
694	0.2887412392
695	0.2887088294
696	0.2886844934
697	0.2886599428
698	0.2886255082
699	0.2885836383
700	0.2885524974
701	0.2885158853
702	0.2884921843
703	0.2884680424
704	0.2884452074
705	0.2884043666
706	0.2883743382
707	0.2883531113
708	0.2883263399
709	0.2883049626
710	0.2882585099
711	0.2882309955
712	0.288205936
713	0.2881819763
714	0.2881526473
715	0.2881297696
716	0.2880911131
717	0.2880488243
718	0.2880246892
719	0.2880025099
720	0.2879733143
721	0.2879517137
722	0.2879194876
723	0.2878800697
724	0.2878493799
725	0.2878217592
726	0.2877971773
727	0.2877659586
728	0.287743124
729	0.2876964033
730	0.2876644938
731	0.2876433462
732	0.2876017778
733	0.2875676605
734	0.2875362678
735	0.2875037296
736	0.2874646511
737	0.2874343867
738	0.287401515
739	0.2873818975
740	0.2873561807
741	0.2873347751
742	0.28730445
743	0.2872738986
744	0.2872462677
745	0.287199544
746	0.2871777592
747	0.287142673
748	0.2871161848
749	0.287094538
750	0.2870582787
751	0.2870304745
752	0.2870079747
753	0.2869837216
754	0.2869509792
755	0.2869357218
756	0.2869082691
757	0.2868807672
758	0.2868468499
759	0.2868259679
760	0.286792065
761	0.2867783463
762	0.2867514087
763	0.2867306578
764	0.2867024366
765	0.2866781808
766	0.2866429979
767	0.286619013
768	0.2865816894
769	0.2865558802
770	0.2865306525
771	0.2865112111
772	0.2864830339
773	0.2864434565
774	0.2864199831
775	0.2863911473
776	0.2863647384
777	0.2863341055
778	0.2863082905
779	0.2862681549
780	0.286242227
781	0.2862162235
782	0.2861708681
783	0.2861435361
784	0.2861195406
785	0.2860848111
786	0.2860584721
787	0.286035145
788	0.2860118002
789	0.2859801024
790	0.2859534844
791	0.285919442
792	0.2858957607
793	0.2858659502
794	0.2858357565
795	0.2858098359
796	0.2857824663
797	0.2857497176
798	0.2857234866
799	0.2856983087
800	0.2856591178
801	0.2856389605
802	0.2856179802
803	0.2855853525
804	0.2855520407
805	0.2855271571
806	0.2854970482
807	0.2854698787
808	0.2854404588
809	0.2854109336
810	0.2853843827
811	0.2853634444
812	0.2853293647
813	0.2852985526
814	0.2852771125
815	0.2852462991
816	0.2852161366
817	0.2851763936
818	0.2851469028
819	0.2851183311
820	0.2850829287
821	0.2850645786
822	0.2850322033
823	0.2850063218
824	0.2849825003
825	0.2849521768
826	0.2849257663
827	0.2848982896
828	0.2848661341
829	0.2848384205
830	0.2848190414
831	0.2847901057
832	0.2847615167
833	0.2847366803
834	0.2847119116
835	0.2846814531
836	0.2846598432
837	0.2846466505
838	0.2846097588
839	0.284575906
840	0.2845594011
841	0.2845302382
842	0.2844993175
843	0.2844605843
844	0.2844301204
845	0.2844157788
846	0.2843832713
847	0.2843548193
848	0.2843307288
849	0.2843069613
850	0.2842748348
851	0.2842529993
852	0.2842285699
853	0.2842080097
854	0.2841904051
855	0.284158996
856	0.2841299042
857	0.2841025486
858	0.2840709091
859	0.2840331923
860	0.2840096007
861	0.2839755988
862	0.2839451774
863	0.2839207355
864	0.28389032
865	0.2838735458
866	0.2838442997
867	0.2838217835
868	0.2838064061
869	0.283779555
870	0.2837423716
871	0.2837092539
872	0.2836829669
873	0.2836583431
874	0.2836347752
875	0.2836035397
876	0.2835707853
877	0.2835331551
878	0.2834985822
879	0.2834683938
880	0.2834459609
881	0.2834161436
882	0.283387987
883	0.2833638306
884	0.28333565
885	0.2833110492
886	0.2832886072
887	0.2832630192
888	0.2832367003
889	0.2832101856
890	0.2831786117
891	0.2831519526
892	0.2831177601
893	0.2830928228
894	0.2830721712
895	0.2830443023
896	0.2830093028
897	0.2829828303
898	0.2829517853
899	0.2829239857
900	0.2828974436
901	0.2828709087
902	0.2828434614
903	0.2828141437
904	0.2827907747
905	0.2827602369
906	0.282730848
907	0.2827046335
908	0.2826666033
909	0.2826421106
910	0.2826179777
911	0.2826004214
912	0.2825839325
913	0.2825559432
914	0.2825239368
915	0.2824867801
916	0.2824549054
917	0.282428108
918	0.2824004057
919	0.2823790104
920	0.2823486471
921	0.2823274152
922	0.2823047262
923	0.2822728628
924	0.2822532298
925	0.2822141358
926	0.2821984846
927	0.282166687
928	0.2821383786
929	0.282113773
930	0.2820862481
931	0.2820566461
932	0.2820166461
933	0.281993887
934	0.281966723
935	0.281936746
936	0.2819135536
937	0.2818832475
938	0.2818471362
939	0.2818094189
940	0.2817796149
941	0.2817556819
942	0.2817267626
943	0.2816877668
944	0.2816522689
945	0.2816283255
946	0.2816066489
947	0.2815769164
948	0.2815508122
949	0.2815057566
950	0.2814794114
951	0.2814575321
952	0.2814282407
953	0.2813964095
954	0.2813652458
955	0.281332585
956	0.2813130324
957	0.2812930784
958	0.2812670993
959	0.2812393338
960	0.2812133408
961	0.2811813368
962	0.2811431607
963	0.2811040435
964	0.281075184
965	0.2810484233
966	0.2810289501
967	0.2809981988
968	0.2809667568
969	0.2809460644
970	0.2809174464
971	0.2808982302
972	0.2808775987
973	0.2808505364
974	0.2808215046
975	0.2807913975
976	0.2807566944
977	0.2807317492
978	0.2807045411
979	0.2806768509
980	0.2806469745
981	0.2806300452
982	0.280595653
983	0.2805707317
984	0.2805479281
985	0.2805194905
986	0.2804986024
987	0.2804832142
988	0.2804512257
989	0.2804207459
990	0.2803947295
991	0.2803725401
992	0.2803510491
993	0.2803287689
994	0.2802939642
995	0.2802688918
996	0.2802416141
997	0.2802210561
998	0.2802028275
999	0.2801762932
